111	FARMACIA PASTEUR TERMINAL DEL NORTE	ZONA 3-BELEN 1	https://maps.app.goo.gl/y7z5TN2cJqkymR23A
114	FARMACIA PASTEUR EURO FLORIDA	ZONA 3-BELEN 1	https://maps.app.goo.gl/bJ3FbfzB96dpWLht5
119	FARMACIA PASTEUR SURAMERICANA	ZONA 3-BELEN 1	https://maps.app.goo.gl/ZpesJdrQCiMmuv4Q8
135	FARMACIA PASTEUR PILARICA BLUE	ZONA 3-BELEN 1	https://maps.app.goo.gl/ux2Vqj2bNY4a8xmk7
175	FARMACIA PASTEUR SANTANA	ZONA 3-BELEN 1	https://maps.app.goo.gl/uxr8uqhqt6d9Lumy6
251	DROGUERIA PASTEUR MIXY	ZONA 3-BELEN 1	https://maps.app.goo.gl/cKeaSkDUfgmMmXCx6
198	FARMACIA PASTEUR ALMENDRA	ZONA 3-BELEN 1	https://maps.app.goo.gl/AwGBu2L3ptAFAhL8A
221	DROGUERIA PASTEUR SAN JUAN	ZONA 3-BELEN 1	https://maps.app.goo.gl/7hMo8CQeifzhccB48
355	MARKET PASTEUR FLORIDA	ZONA 3-BELEN 1	https://maps.app.goo.gl/C9RxWyRBBJMZVR5z7
289	DROGUERIA PASTEUR SAN JUAN # 2	ZONA 3-BELEN 1	https://maps.app.goo.gl/4EjEo3EccMvKqR9v6
318	MARKET PASTEUR SAN GERMAN	ZONA 3-BELEN 1	https://maps.app.goo.gl/9C9pw5sQwQso7QZdA
321	DROGUERIA PASTEUR OBELISCO	ZONA 3-BELEN 1	https://maps.app.goo.gl/tXpPonh6Ayjztpcu7
154	FARMACIA PASTEUR EURO LAURELES	ZONA 3-BELEN 1	https://maps.app.goo.gl/PRUCecvsVGNjmC1Q8
168	DROGUERIA PASTEUR LA 78	ZONA 3-BELEN 1	https://maps.app.goo.gl/EBNMUGq2pEvwbz2b6
285	MARKET PASTEUR LAURELES	ZONA 3-BELEN 1	https://maps.app.goo.gl/EM3aFcdQAUMKtGfm7
290	DROGUERIA PASTEUR AVENIDA JARDIN LAURELES	ZONA 3-BELEN 1	https://maps.app.goo.gl/zcgBBLez3QhDcbTWA
392	DROGUERIA PASTEUR CASTILLA	ZONA 3-BELEN 1	https://maps.app.goo.gl/tJkSWVZa6bkFqR7z6
68	FARMACIA PASTEUR SAN CRISTOBAL	ZONA 3-BELEN 1	https://maps.app.goo.gl/6EYZBTHBzGKS3cwdA
255	DROGUERIA PASTEUR AEROPUERTO OLAYA HERRERA	ZONA 3-BELEN 2	https://maps.app.goo.gl/awFAhDRwAcJuV3RP6
17	FARMACIA PASTEUR CR 70	ZONA 3-BELEN 2	https://maps.app.goo.gl/a48PHzPBAoDTSaYd7
58	FARMACIA PASTEUR GRAN VIA	ZONA 3-BELEN 2	https://maps.app.goo.gl/VY3LbSUKUvJfvwNZA
66	DROGAS LA GARANTIA (GUAYABAL)	ZONA 3-BELEN 2	https://maps.app.goo.gl/ppsbUvFQsGN6CmTN7
104	FARMACIA PASTEUR ARBOLEDA DEL RODEO	ZONA 3-BELEN 2	https://maps.app.goo.gl/pjAuqdCpY8FgxhYR7
125	FARMACIA PASTEUR CANTABRIA	ZONA 3-BELEN 2	https://maps.app.goo.gl/tFB3oBdwvFeZpLtH9
128	FARMACIA PASTEUR TERMINAL DEL SUR	ZONA 3-BELEN 2	https://maps.app.goo.gl/w2PiKbxipZCVXSTW6
216	FARMACIA PASTEUR ARKADIA	ZONA 3-BELEN 2	https://maps.app.goo.gl/wGyrvEGpZ1j1NiT16
136	FARMACIA PASTEUR EURO LOMA DE LOS BERNAL	ZONA 3-BELEN 2	https://maps.app.goo.gl/Fe5Rc3kTLv29xqnK8
275	MARKET PASTEUR BELEN LA PALMA	ZONA 3-BELEN 2	https://maps.app.goo.gl/vZ5yciysUd5jAXw39
357	DROGUERIA PASTEUR URBANITY	ZONA 3-BELEN 2	https://maps.app.goo.gl/nr1DguHNhd3VeWWc6
379	DROGUERIA PASTEUR PLAZA LOS BERNAL	ZONA 3-BELEN 2	https://maps.app.goo.gl/x8dUqCQGKvueyp4p8
48	FARMACIA PASTEUR LOS MOLINOS	ZONA 3-BELEN 2	https://maps.app.goo.gl/zzYoidouZY3zY7cP9
31	FARMACIA PASTEUR VILLA DEL ABURRA	ZONA 3-BELEN 2	https://maps.app.goo.gl/d8iEfguN2dxnCq7N9
52	FARMACIA PASTEUR SIMON BOLIVAR	ZONA 3-BELEN 2	https://maps.app.goo.gl/ayG3enXuoGh4qEwF7
73	DROGAS LA GARANTIA (BELEN)	ZONA 3-BELEN 2	https://maps.app.goo.gl/1Kr5Dx8nY2BZX6vv6
335	DROGUERIA PASTEUR UNICENTRO MEDELLIN	ZONA 3-BELEN 2	https://maps.app.goo.gl/ALzbgiRqSD2b42pM9
351	DROGUERIA PASTEUR LA 76 BELEN	ZONA 3-BELEN 2	https://maps.app.goo.gl/cQRVCKFXK24BXsai8
47	FARMACIA PASTEUR EURO MAYORISTA	ZONA 3-ITAGUI	https://maps.app.goo.gl/MTzqAq9ddSvMT4XA8
90	FARMACIA PASTEUR DITAIRES	ZONA 3-ITAGUI	https://maps.app.goo.gl/LaY2ZhKrmzdmf9hK9
110	FARMACIA PASTEUR LA 52	ZONA 3-ITAGUI	https://maps.app.goo.gl/HH1sXj9UBLMC6NjC9
121	FARMACIA PASTEUR SANTA MARIA	ZONA 3-ITAGUI	https://maps.app.goo.gl/tsSukqXNb2sX3dpYA
186	FARMACIA PASTEUR ARRAYANES	ZONA 3-ITAGUI	https://maps.app.goo.gl/XYXuVGNANNC4msKk8
200	FARMACIA PASTEUR LISBOA	ZONA 3-ITAGUI	https://maps.app.goo.gl/83pi2f36BUfFxLTW9
215	FARMACIA PASTEUR AUTOPISTA SUR	ZONA 3-ITAGUI	https://maps.app.goo.gl/irYzYp9D4mTxNVSR9
222	DROGUERIA PASTEUR ESTACION 52	ZONA 3-ITAGUI	https://maps.app.goo.gl/KTxfwN6bLG1wKtAg6
320	MARKET PASTEUR ENTRE HOJAS	ZONA 3-ITAGUI	https://maps.app.goo.gl/ukuQnvU7VwM5qQv56
359	FARMACIA PASTEUR MONTEFARO	ZONA 3-ITAGUI	https://maps.app.goo.gl/zCABM4oT7gUinML19
